City,Vehicle Type,Weather,Economic Condition,Day Of Week,Hour Of Day,Speed,Is Peak Hour,Random Event Occurred,Energy Consumption,Traffic Density
SolarisVille,Car,Solar Flare,Stable,Wednesday,3,46.9127,0,0,46.9127,0.2487
Neuroburg,Autonomous Vehicle,Clear,Recession,Sunday,8,80.7902,0,0,73.4457,0.036
TechHaven,Drone,Solar Flare,Booming,Sunday,7,104.3681,0,0,59.3,0.2542
AquaCity,Autonomous Vehicle,Rainy,Stable,Monday,9,43.5004,0,0,38.667,0.4162
TechHaven,Flying Car,Electromagnetic Storm,Recession,Saturday,5,53.8241,0,0,77.2595,0.1426
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Wednesday,5,23.5041,0,0,18.8032,0.1994
AquaCity,Autonomous Vehicle,Clear,Recession,Saturday,7,47.6277,0,0,38.1021,0.3367
TechHaven,Car,Solar Flare,Stable,Wednesday,9,45.6171,0,0,51.8376,0.367
TechHaven,Drone,Rainy,Recession,Sunday,5,44.5446,0,0,26.6415,0.0365
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Thursday,5,31.987,0,0,29.0791,0.0805
MetropolisX,Autonomous Vehicle,Snowy,Booming,Saturday,16,68.7066,0,0,65.7479,0.5908
Neuroburg,Drone,Clear,Booming,Thursday,8,51.9782,1,0,23.6265,0.1098
TechHaven,Autonomous Vehicle,Rainy,Booming,Saturday,16,87.5601,0,0,83.7896,0.1497
Ecoopolis,Drone,Electromagnetic Storm,Stable,Friday,5,96,0,0,58.8103,0.158
MetropolisX,Drone,Snowy,Booming,Wednesday,12,73.8281,0,0,53.9679,1.01
AquaCity,Drone,Solar Flare,Recession,Tuesday,16,55.8019,0,0,27.901,0.2886
AquaCity,Autonomous Vehicle,Clear,Stable,Sunday,14,86.4,1,0,82.9629,0.5345
TechHaven,Autonomous Vehicle,Rainy,Booming,Monday,16,26.877,0,0,25.7196,0.252
SolarisVille,Autonomous Vehicle,Snowy,Booming,Wednesday,4,18.9122,0,0,18.9122,0.3929
TechHaven,Autonomous Vehicle,Clear,Stable,Friday,16,72.5656,0,0,65.9687,0.1922
MetropolisX,Autonomous Vehicle,Clear,Stable,Thursday,17,49.7726,1,0,39.8181,0.692
SolarisVille,Car,Clear,Booming,Wednesday,20,60.1602,0,0,60.1602,0.514
SolarisVille,Autonomous Vehicle,Rainy,Stable,Thursday,15,99.5336,0,0,79.6269,0.2569
AquaCity,Autonomous Vehicle,Rainy,Booming,Thursday,8,50.1135,1,0,40.0908,0.478
MetropolisX,Drone,Solar Flare,Booming,Sunday,4,68.3744,0,0,38.8491,0.5388
Neuroburg,Autonomous Vehicle,Clear,Stable,Tuesday,21,34.9883,0,0,27.1859,0.13
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,9,79.6384,0,0,76.209,0.548
AquaCity,Autonomous Vehicle,Rainy,Recession,Thursday,19,35.9414,0,1,31.9479,0.0984
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Sunday,18,31.277,0,0,25.0216,0.2543
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Monday,16,98.8936,0,0,94.6351,0.0572
AquaCity,Autonomous Vehicle,Solar Flare,Stable,Saturday,17,101.6077,0,0,81.2862,0.7929
AquaCity,Drone,Solar Flare,Booming,Saturday,9,88.3817,0,0,44.1908,0.6382
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Saturday,15,29.9178,0,1,27.198,0.1023
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Tuesday,11,113.1671,0,0,90.5336,0.2289
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,5,98.1115,0,0,78.4892,0.5482
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Thursday,20,77.76,0,0,100.3038,0.1586
Ecoopolis,Car,Solar Flare,Stable,Friday,4,96,0,0,100.3537,0.3321
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,18,76.4214,1,0,54.1707,0.0782
AquaCity,Autonomous Vehicle,Snowy,Stable,Friday,9,50.9965,0,0,40.7972,0.3465
MetropolisX,Autonomous Vehicle,Solar Flare,Stable,Wednesday,15,83.713,0,0,76.1027,0.366
TechHaven,Drone,Clear,Recession,Friday,7,114.1483,1,0,51.8856,0.0736
SolarisVille,Flying Car,Rainy,Stable,Wednesday,5,65.3337,0,0,78.4005,0.3778
MetropolisX,Drone,Clear,Recession,Friday,12,46.7518,0,0,26.5635,0.2027
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Saturday,6,46.03,0,0,66.4214,0.4494
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Saturday,0,38.6633,0,0,30.9306,0.1044
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Recession,Sunday,19,55.5293,0,0,44.4235,0.1721
TechHaven,Autonomous Vehicle,Snowy,Recession,Friday,14,48.0055,0,0,45.9383,0.1067
AquaCity,Drone,Solar Flare,Stable,Friday,20,23.91,0,0,11.955,0.7076
Neuroburg,Autonomous Vehicle,Snowy,Recession,Tuesday,3,39.6573,0,0,37.9495,0.0544
MetropolisX,Autonomous Vehicle,Rainy,Stable,Wednesday,10,105.2646,0,0,100.7317,0.332
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Sunday,8,97.0897,0,0,88.2634,0.2699
Neuroburg,Autonomous Vehicle,Rainy,Booming,Friday,23,36.2783,0,0,34.716,0.0801
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Booming,Saturday,6,44.3206,0,0,35.4565,0.4452
Ecoopolis,Car,Snowy,Booming,Sunday,17,83.2957,0,0,83.2957,0.1951
TechHaven,Flying Car,Rainy,Recession,Friday,4,32.7983,0,0,47.079,0.0688
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Monday,11,40.7911,0,0,37.0828,0.209
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Thursday,12,35.3851,0,0,28.3081,0.2266
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Recession,Sunday,6,76.3171,0,0,61.0537,0.175
Neuroburg,Autonomous Vehicle,Clear,Recession,Saturday,23,72.5165,0,0,65.9241,0.0336
MetropolisX,Autonomous Vehicle,Solar Flare,Booming,Friday,22,42.6658,0,0,38.787,0.5299
TechHaven,Car,Snowy,Recession,Sunday,18,71.1336,0,0,85.088,0.0524
Neuroburg,Autonomous Vehicle,Solar Flare,Recession,Tuesday,18,91.3043,1,0,56.7548,0.0154
Ecoopolis,Autonomous Vehicle,Rainy,Booming,Tuesday,9,49.6351,0,0,39.708,0.1439
AquaCity,Autonomous Vehicle,Snowy,Recession,Tuesday,15,57.9276,0,0,46.3421,0.1638
AquaCity,Autonomous Vehicle,Solar Flare,Booming,Friday,11,23.7484,0,1,18.9987,0.5265
Neuroburg,Autonomous Vehicle,Solar Flare,Recession,Thursday,11,48.9805,0,0,49.4753,0.053
Neuroburg,Drone,Solar Flare,Booming,Friday,11,23.0309,0,0,13.0858,0.1401
MetropolisX,Drone,Electromagnetic Storm,Booming,Wednesday,14,43.9654,0,0,26.2951,0.41
AquaCity,Drone,Solar Flare,Booming,Saturday,13,26.9863,1,0,13.4932,0.772
Ecoopolis,Drone,Snowy,Booming,Tuesday,20,86.145,0,0,43.0725,0.2289
TechHaven,Autonomous Vehicle,Snowy,Recession,Thursday,20,32.5241,0,0,28.8181,0.0255
MetropolisX,Autonomous Vehicle,Snowy,Booming,Sunday,20,58.1833,0,0,48.9964,0.8993
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Thursday,10,38.83,0,0,51.6082,0.3357
Ecoopolis,Autonomous Vehicle,Clear,Stable,Saturday,4,56.3571,0,0,45.0857,0.2455
Ecoopolis,Drone,Electromagnetic Storm,Stable,Saturday,16,45.3036,0,0,22.6518,0.4022
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Friday,10,23.0764,0,0,20.9785,0.1289
Ecoopolis,Autonomous Vehicle,Clear,Recession,Friday,7,14.6843,1,0,11.7474,0.0963
MetropolisX,Drone,Rainy,Stable,Tuesday,17,101.3764,1,0,48.5055,0.4759
Neuroburg,Autonomous Vehicle,Snowy,Recession,Wednesday,19,28.1118,0,0,22.9925,0.0541
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Wednesday,22,99.1918,0,0,90.1744,0.2784
Neuroburg,Autonomous Vehicle,Snowy,Booming,Monday,20,37.8518,0,0,30.9588,0.066
SolarisVille,Drone,Clear,Recession,Monday,14,26.0479,0,0,13.024,0.1935
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,7,93.8704,0,0,99.8091,0.067
AquaCity,Car,Electromagnetic Storm,Booming,Saturday,12,26.7635,1,0,26.7635,0.7987
AquaCity,Autonomous Vehicle,Snowy,Recession,Sunday,12,32.9778,1,0,26.3822,0.3344
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,16,90.8348,0,1,80.742,0.3944
AquaCity,Autonomous Vehicle,Snowy,Recession,Wednesday,13,39.3277,0,0,31.4621,0.1884
Neuroburg,Autonomous Vehicle,Clear,Recession,Tuesday,15,56.7026,0,0,51.5478,0.0298
TechHaven,Autonomous Vehicle,Rainy,Recession,Saturday,0,67.2349,0,0,64.3396,0.075
TechHaven,Drone,Clear,Stable,Tuesday,15,39.2596,0,0,22.3066,0.156
SolarisVille,Autonomous Vehicle,Snowy,Recession,Sunday,5,103.4202,0,0,82.7361,0.0605
Ecoopolis,Autonomous Vehicle,Clear,Booming,Sunday,11,96,0,0,78.3577,0.2915
TechHaven,Autonomous Vehicle,Clear,Stable,Tuesday,18,87.2132,1,0,58.7295,0.3388
MetropolisX,Autonomous Vehicle,Solar Flare,Stable,Thursday,8,100.713,1,0,73.2458,0.4822
TechHaven,Autonomous Vehicle,Clear,Stable,Tuesday,1,33.4053,0,0,30.3684,0.1769
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Friday,9,114.4144,0,0,91.5315,0.0349
MetropolisX,Autonomous Vehicle,Clear,Stable,Saturday,7,107.4313,0,0,97.6648,0.5176
SolarisVille,Autonomous Vehicle,Clear,Booming,Monday,9,109.2834,0,0,87.4267,0.4481
SolarisVille,Autonomous Vehicle,Clear,Recession,Sunday,3,69.3223,0,0,61.6198,0.079
MetropolisX,Drone,Solar Flare,Booming,Friday,19,31.4835,0,0,31.9435,0.6791
TechHaven,Drone,Clear,Recession,Thursday,20,50.1679,0,0,39.5896,0.0387
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,8,56.5097,1,0,43.261,0.1207
SolarisVille,Car,Electromagnetic Storm,Booming,Wednesday,14,63.656,0,1,63.656,0.4839
SolarisVille,Car,Clear,Stable,Friday,16,61.5152,0,0,61.5152,0.3658
TechHaven,Drone,Solar Flare,Booming,Saturday,0,81.3018,0,0,46.1942,0.3015
AquaCity,Flying Car,Electromagnetic Storm,Stable,Monday,22,91.0157,0,0,109.2189,0.4951
Neuroburg,Autonomous Vehicle,Rainy,Stable,Friday,22,31.2036,0,0,29.8599,0.1275
AquaCity,Car,Electromagnetic Storm,Booming,Sunday,16,62.0059,0,0,62.0059,0.9777
SolarisVille,Drone,Electromagnetic Storm,Recession,Wednesday,2,93.0594,0,0,46.5297,0.1228
Neuroburg,Autonomous Vehicle,Clear,Booming,Sunday,16,69.7219,0,0,63.3835,0.057
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,1,25.8427,0,0,24.7299,0.0777
AquaCity,Drone,Rainy,Stable,Monday,20,72.5827,0,0,36.2914,0.5883
SolarisVille,Drone,Snowy,Booming,Wednesday,9,34.9948,0,0,17.4974,0.4262
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Sunday,3,56.7372,0,0,45.3897,0.1252
AquaCity,Car,Rainy,Booming,Saturday,14,23.1494,1,1,23.1494,0.5094
Neuroburg,Autonomous Vehicle,Clear,Booming,Monday,9,61.5592,0,0,55.963,0.1114
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Thursday,8,74.4957,1,0,54.1787,0.2078
SolarisVille,Flying Car,Rainy,Stable,Wednesday,11,23.7811,0,0,28.5373,0.5121
MetropolisX,Autonomous Vehicle,Snowy,Stable,Wednesday,20,59.1764,0,0,57.2002,0.3771
AquaCity,Flying Car,Solar Flare,Booming,Thursday,3,33.5641,0,0,40.2769,0.4646
SolarisVille,Car,Snowy,Booming,Friday,8,22.3518,1,0,22.3518,0.3532
SolarisVille,Car,Electromagnetic Storm,Stable,Tuesday,23,43.2551,0,0,43.2551,0.4028
AquaCity,Autonomous Vehicle,Solar Flare,Stable,Wednesday,8,51.7456,1,0,41.3965,0.3403
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Sunday,19,77.2353,0,0,70.2139,0.0977
AquaCity,Drone,Solar Flare,Stable,Saturday,8,19.4386,0,0,9.7193,0.9495
AquaCity,Drone,Rainy,Recession,Wednesday,2,80.8388,0,0,40.4194,0.1157
SolarisVille,Flying Car,Rainy,Recession,Wednesday,17,45.7971,1,0,54.9566,0.2003
SolarisVille,Car,Rainy,Booming,Wednesday,22,20.0001,0,0,25.0001,0.556
TechHaven,Autonomous Vehicle,Clear,Recession,Tuesday,8,32.4969,1,0,23.6341,0.0891
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,21,109.6187,0,0,87.695,0.0488
AquaCity,Autonomous Vehicle,Solar Flare,Stable,Saturday,4,108,0,0,89.6172,0.6614
AquaCity,Drone,Clear,Recession,Monday,9,82.1224,0,0,41.0612,0.2364
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Monday,16,20.721,0,0,16.5768,0.0968
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Tuesday,21,74.1653,0,0,65.9247,0.121
TechHaven,Drone,Rainy,Booming,Monday,14,73.8675,0,0,44.1791,0.2267
TechHaven,Car,Electromagnetic Storm,Recession,Tuesday,13,69.4855,0,0,83.1166,0.0839
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Wednesday,17,56.4296,1,0,45.1437,0.185
MetropolisX,Autonomous Vehicle,Rainy,Recession,Wednesday,21,18.6598,0,0,18.0367,0.2814
SolarisVille,Autonomous Vehicle,Solar Flare,Stable,Wednesday,2,79.0827,0,0,63.2661,0.169
TechHaven,Autonomous Vehicle,Rainy,Recession,Friday,12,54.9299,0,0,52.5645,0.1315
TechHaven,Flying Car,Clear,Recession,Monday,6,58.9386,0,0,80.3708,0.0577
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Friday,5,81.7497,0,0,74.3179,0.0685
Ecoopolis,Autonomous Vehicle,Clear,Stable,Sunday,14,18.0031,1,0,14.4025,0.1311
Neuroburg,Autonomous Vehicle,Snowy,Booming,Tuesday,2,45.3775,0,0,54.2793,0.1168
SolarisVille,Autonomous Vehicle,Clear,Stable,Monday,1,103.9007,0,0,83.1206,0.3084
AquaCity,Autonomous Vehicle,Rainy,Booming,Sunday,23,38.0989,0,0,30.4791,0.5752
AquaCity,Drone,Rainy,Stable,Wednesday,20,24.1894,0,0,12.0947,0.5414
SolarisVille,Autonomous Vehicle,Rainy,Recession,Monday,17,95.04,1,0,84.2191,0.1457
AquaCity,Autonomous Vehicle,Rainy,Recession,Wednesday,3,69.7283,0,0,55.7826,0.1987
TechHaven,Flying Car,Rainy,Booming,Monday,12,14.3599,0,0,20.6123,0.3293
TechHaven,Drone,Rainy,Booming,Thursday,12,13.9915,0,0,8.3681,0.3243
Ecoopolis,Drone,Clear,Stable,Monday,17,56.7103,1,0,28.3551,0.268
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Sunday,8,39.3072,0,0,55.8341,0.2032
TechHaven,Autonomous Vehicle,Clear,Recession,Sunday,15,51.9968,0,0,47.2699,0.1381
Ecoopolis,Flying Car,Rainy,Booming,Sunday,9,49.855,0,0,59.826,0.2619
MetropolisX,Drone,Snowy,Booming,Sunday,2,48.7723,0,0,29.17,0.438
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Wednesday,17,49.1383,1,0,39.3107,0.1318
Ecoopolis,Drone,Snowy,Booming,Thursday,5,30.4359,0,0,15.2179,0.1717
Neuroburg,Autonomous Vehicle,Snowy,Stable,Wednesday,22,74.414,0,0,71.2096,0.076
SolarisVille,Drone,Clear,Stable,Thursday,3,29.3586,0,0,14.6793,0.504
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,0,73.726,0,0,70.5512,0.0408
AquaCity,Drone,Solar Flare,Stable,Thursday,5,81.7473,0,0,40.8737,0.853
SolarisVille,Drone,Snowy,Stable,Saturday,9,55.6681,0,0,27.8341,0.3038
SolarisVille,Autonomous Vehicle,Clear,Recession,Tuesday,9,114.4907,0,0,91.5925,0.0659
Ecoopolis,Car,Solar Flare,Recession,Sunday,19,76.4135,0,0,76.4135,0.0435
Neuroburg,Autonomous Vehicle,Rainy,Booming,Monday,4,78.1655,0,0,74.7995,0.0784
Neuroburg,Autonomous Vehicle,Snowy,Recession,Saturday,7,50.5852,0,0,48.4069,0.08
Ecoopolis,Flying Car,Snowy,Booming,Wednesday,9,62.5742,0,0,75.089,0.1938
SolarisVille,Car,Snowy,Stable,Wednesday,11,37.4104,0,0,37.4104,0.3703
AquaCity,Drone,Clear,Booming,Thursday,7,46.0197,1,0,23.0099,0.4449
TechHaven,Autonomous Vehicle,Rainy,Booming,Friday,1,15.631,0,0,14.9579,0.1398
Neuroburg,Autonomous Vehicle,Snowy,Stable,Saturday,11,101.8972,0,0,97.5093,0.0566
MetropolisX,Autonomous Vehicle,Clear,Stable,Thursday,17,31.9736,1,0,36.9103,0.4996
Ecoopolis,Car,Rainy,Stable,Thursday,11,21.3542,0,0,21.3542,0.2178
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Wednesday,6,119.9135,0,0,95.9308,0.3751
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Sunday,16,71.9847,0,0,57.5877,0.1854
AquaCity,Flying Car,Rainy,Recession,Wednesday,10,20.5213,0,0,24.6256,0.5072
Ecoopolis,Drone,Snowy,Stable,Monday,10,29.3959,0,0,14.698,0.2152
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Friday,7,29.3167,1,0,21.3212,0.0946
AquaCity,Autonomous Vehicle,Clear,Stable,Wednesday,8,84.5691,1,0,67.6552,0.3754
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Stable,Sunday,13,85.5454,1,0,68.4363,0.53
AquaCity,Autonomous Vehicle,Snowy,Booming,Thursday,18,59.3801,1,0,52.7823,0.2926
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Saturday,16,24.4429,0,0,19.5543,0.3074
TechHaven,Autonomous Vehicle,Rainy,Recession,Thursday,7,23.4753,1,0,17.9715,0.1132
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,11,52.7012,0,0,50.4318,0.1219
SolarisVille,Autonomous Vehicle,Clear,Stable,Monday,21,28.9021,0,0,25.6907,0.4674
TechHaven,Autonomous Vehicle,Rainy,Recession,Friday,17,63.5333,1,0,48.6379,0.0472
Neuroburg,Drone,Clear,Booming,Monday,7,83.5435,1,0,37.9743,0.1568
MetropolisX,Autonomous Vehicle,Clear,Booming,Monday,9,86.6136,0,0,78.7396,0.5902
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,3,36.6212,0,0,35.0442,0.3361
AquaCity,Autonomous Vehicle,Rainy,Booming,Thursday,9,48.0393,0,0,38.4314,0.6211
AquaCity,Drone,Snowy,Booming,Tuesday,5,39.8558,0,0,19.9279,0.3391
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Recession,Thursday,4,52.1203,0,0,49.8759,0.0364
MetropolisX,Drone,Clear,Recession,Thursday,11,46.0321,0,0,26.1546,0.0963
MetropolisX,Autonomous Vehicle,Clear,Recession,Tuesday,3,29.6786,0,0,26.9806,0.2242
MetropolisX,Autonomous Vehicle,Solar Flare,Booming,Wednesday,7,22.0853,1,0,16.062,0.5234
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Thursday,19,82.6993,0,0,69.6122,0.0619
Ecoopolis,Autonomous Vehicle,Clear,Stable,Tuesday,18,27.3231,1,0,24.2872,0.1525
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Sunday,15,15.1865,0,0,12.1492,0.3445
Ecoopolis,Car,Clear,Stable,Thursday,3,49.2207,0,0,49.2207,0.3047
Ecoopolis,Drone,Snowy,Booming,Friday,11,62.263,0,0,31.1315,0.2152
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Thursday,6,24.5242,0,0,22.2947,0.0723
Neuroburg,Autonomous Vehicle,Clear,Recession,Friday,13,75.2627,0,0,68.4207,0.0396
MetropolisX,Drone,Electromagnetic Storm,Stable,Saturday,7,23.5909,0,0,17.2448,1.443
Ecoopolis,Car,Snowy,Recession,Tuesday,15,45.1912,0,0,45.1912,0.1359
Ecoopolis,Flying Car,Snowy,Recession,Wednesday,12,22.236,0,0,26.6832,0.086
SolarisVille,Autonomous Vehicle,Clear,Recession,Friday,13,60.1948,0,0,48.1558,0.0868
SolarisVille,Autonomous Vehicle,Snowy,Booming,Wednesday,14,31.2117,0,0,24.9693,0.5138
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,10,87.1831,0,0,69.7465,0.1798
AquaCity,Drone,Rainy,Recession,Wednesday,2,47.6661,0,0,23.833,0.1989
AquaCity,Drone,Clear,Recession,Wednesday,10,64.8835,0,0,32.4418,0.2019
TechHaven,Drone,Electromagnetic Storm,Recession,Thursday,19,32.292,0,0,19.3134,0.0525
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,12,80.2777,0,0,76.8208,0.0918
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Tuesday,2,21.7648,0,0,19.7862,0.268
MetropolisX,Autonomous Vehicle,Clear,Recession,Tuesday,21,50.6871,0,0,46.5447,0.1131
AquaCity,Autonomous Vehicle,Solar Flare,Stable,Tuesday,23,107.3339,0,1,85.8671,0.5063
Ecoopolis,Drone,Solar Flare,Recession,Wednesday,3,80.8966,0,0,40.4483,0.1371
SolarisVille,Autonomous Vehicle,Solar Flare,Stable,Thursday,21,35.9584,0,0,31.963,0.1551
Neuroburg,Drone,Clear,Booming,Wednesday,15,79.15,0,0,44.9716,0.0669
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Wednesday,3,70.8912,0,0,67.8385,0.2995
MetropolisX,Autonomous Vehicle,Snowy,Booming,Thursday,13,27.5372,0,0,26.3514,0.3796
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,15,46.6845,0,0,44.6742,0.0674
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Saturday,15,55.7283,0,0,50.6621,0.0707
SolarisVille,Drone,Snowy,Recession,Sunday,3,33.0649,0,0,16.5324,0.2503
Ecoopolis,Drone,Electromagnetic Storm,Stable,Wednesday,4,82.5171,0,0,41.2585,0.1827
Neuroburg,Drone,Snowy,Booming,Saturday,14,90.1797,1,0,43.1482,0.0599
SolarisVille,Flying Car,Solar Flare,Stable,Wednesday,22,71.7676,0,0,86.1211,0.1518
Neuroburg,Autonomous Vehicle,Snowy,Stable,Tuesday,9,38.5031,0,0,36.8451,0.1195
Ecoopolis,Car,Clear,Booming,Wednesday,5,50.1066,0,1,50.1066,0.2421
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Tuesday,6,101.0072,0,0,80.8057,0.0669
MetropolisX,Autonomous Vehicle,Clear,Booming,Wednesday,1,64.1693,0,0,58.3357,0.3852
Ecoopolis,Flying Car,Clear,Booming,Saturday,9,55.2512,0,0,66.3014,0.5108
AquaCity,Car,Electromagnetic Storm,Booming,Monday,7,23.487,1,0,23.487,1.0253
SolarisVille,Drone,Snowy,Stable,Saturday,15,20.9538,0,0,10.4769,0.63
AquaCity,Drone,Clear,Stable,Thursday,10,100.0451,0,0,50.0225,0.3625
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Saturday,4,53.0033,0,0,42.4027,0.1324
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Recession,Wednesday,17,51.129,1,0,40.9032,0.1366
TechHaven,Autonomous Vehicle,Snowy,Stable,Monday,2,74.6059,0,0,71.3932,0.1334
TechHaven,Drone,Solar Flare,Booming,Sunday,16,24.1707,0,0,13.7334,0.2631
MetropolisX,Autonomous Vehicle,Clear,Recession,Sunday,7,108.1593,0,0,98.3266,0.4539
TechHaven,Autonomous Vehicle,Clear,Booming,Thursday,0,55.5994,0,0,78.9764,0.2028
AquaCity,Drone,Solar Flare,Stable,Wednesday,7,22.8019,1,0,11.4009,0.4512
MetropolisX,Drone,Clear,Recession,Thursday,12,47.5225,0,0,42.8594,0.2591
Neuroburg,Drone,Snowy,Stable,Sunday,16,23.9065,0,0,15.8868,0.0684
AquaCity,Autonomous Vehicle,Solar Flare,Booming,Friday,0,90.7865,0,0,72.6292,0.5648
SolarisVille,Car,Snowy,Stable,Wednesday,8,30.9956,1,0,30.9956,0.3896
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Wednesday,17,105.2653,1,0,84.2122,0.0344
Neuroburg,Drone,Rainy,Booming,Monday,6,19.6598,0,0,11.7582,0.1415
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,0,40.92,0,0,39.1579,0.4504
SolarisVille,Car,Clear,Booming,Monday,3,92.5,0,0,92.5,0.6043
SolarisVille,Autonomous Vehicle,Rainy,Booming,Friday,14,107.6398,0,0,86.1118,0.6197
SolarisVille,Drone,Clear,Stable,Friday,16,73.4014,0,0,36.7007,0.387
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Monday,20,48.2,0,0,42.8444,0.0536
AquaCity,Car,Snowy,Recession,Thursday,1,43.2326,0,0,43.2326,0.1924
TechHaven,Drone,Snowy,Booming,Monday,12,73.2885,0,0,43.8329,0.2161
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Wednesday,10,44.9783,0,0,35.9827,0.1337
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Thursday,3,25.2068,0,0,20.1655,0.3179
Neuroburg,Autonomous Vehicle,Snowy,Recession,Thursday,4,45.3727,0,0,43.4188,0.0723
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Friday,22,86.4,0,0,78.049,0.1389
AquaCity,Autonomous Vehicle,Snowy,Stable,Tuesday,20,45.0472,0,0,40.0419,0.3455
Neuroburg,Drone,Snowy,Stable,Thursday,1,48.234,0,0,28.8481,0.0978
Ecoopolis,Drone,Solar Flare,Stable,Thursday,14,85.1017,0,0,42.5508,0.3351
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Sunday,13,105.6754,1,0,76.8549,0.2655
TechHaven,Car,Electromagnetic Storm,Recession,Monday,10,102.0654,0,0,122.0878,0.1516
TechHaven,Autonomous Vehicle,Clear,Recession,Wednesday,10,100.243,0,0,91.13,0.0875
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Sunday,12,76.4568,1,0,58.5316,0.1212
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Saturday,4,80.5205,0,0,73.2004,0.161
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Tuesday,10,43.2389,0,0,34.5911,0.1793
Ecoopolis,Flying Car,Snowy,Stable,Tuesday,6,61.8921,0,0,74.2705,0.3864
MetropolisX,Autonomous Vehicle,Snowy,Stable,Wednesday,2,67.1771,0,0,64.2843,0.3508
Neuroburg,Autonomous Vehicle,Rainy,Booming,Friday,13,70.7109,0,0,67.6659,0.0466
Ecoopolis,Drone,Electromagnetic Storm,Stable,Saturday,18,69.9542,0,0,34.9771,0.2772
